t;speed;angle;e_q_t;e_q_st
2.445;-0.001315557;0.607109097;1.027462963;0.980090081
2.45;-0.001298168;0.60505595;1.027408022;0.980263242
2.455;-0.001278274;0.603032094;1.027347006;0.980430572
2.46;-0.001255947;0.601041407;1.027280229;0.98059188
2.465;-0.001231263;0.599087653;1.027208014;0.980746989
2.47;-0.001204303;0.597174472;1.027130687;0.98089574
2.475;-0.001175149;0.595305374;1.027048582;0.981037993
2.48;-0.001143892;0.593483733;1.026962037;0.981173623
2.485;-0.001110623;0.591712784;1.026871393;0.981302523
2.49;-0.001075437;0.589995612;1.026776992;0.981424604
2.495;-0.001038432;0.588335151;1.026679182;0.981539792
2.5;-0.000999711;0.586734179;1.026578308;0.981648031
2.505;-0.000959376;0.585195312;1.026474717;0.981749281
2.51;-0.000917533;0.583721001;1.026368754;0.981843517
2.515;-0.000874292;0.582313528;1.026260764;0.981930731
2.52;-0.000829762;0.580975005;1.026151088;0.982010929
2.525;-0.000784055;0.579707369;1.026040065;0.982084134
2.53;-0.000737283;0.578512381;1.02592803;0.98215038
2.535;-0.00068956;0.577391624;1.025815315;0.982209717
2.54;-0.000641;0.576346503;1.025702244;0.982262209
2.545;-0.000591718;0.575378241;1.025589139;0.982307931
2.55;-0.00054183;0.574487883;1.025476313;0.982346971
2.555;-0.000491449;0.573676291;1.025364075;0.98237943
2.56;-0.00044069;0.57294415;1.025252726;0.98240542
2.565;-0.000389666;0.572291962;1.025142559;0.982425063
2.57;-0.000338492;0.571720056;1.025033859;0.982438491
2.575;-0.000287278;0.57122858;1.024926904;0.982445846
2.58;-0.000236134;0.570817509;1.024821961;0.982447282
2.585;-0.00018517;0.570486648;1.024719292;0.982442957
2.59;-0.000134492;0.570235631;1.024619147;0.982433039
2.595;-8.42E-05;0.570063924;1.024521766;0.982417706
2.6;-3.44E-05;0.569970833;1.024427382;0.98239714
2.605;1.48E-05;0.569955503;1.024336214;0.982371531
2.61;6.33E-05;0.570016924;1.024248476;0.982341074
2.615;0.000111016;0.570153936;1.024164368;0.982305971
2.62;0.00015786;0.570365231;1.02408408;0.982266428
2.625;0.000203737;0.57064936;1.024007792;0.982222656
2.63;0.000248563;0.571004739;1.023935674;0.982174871
2.635;0.000292255;0.571429649;1.023867885;0.982123292
2.64;0.000334735;0.57192225;1.023804572;0.982068141
2.645;0.000375929;0.572480577;1.023745872;0.982009643
2.65;0.000415765;0.573102555;1.023691911;0.981948027
2.655;0.000454178;0.573785997;1.023642803;0.981883521
2.66;0.000491103;0.574528617;1.023598653;0.981816358
2.665;0.000526482;0.575328032;1.023559554;0.981746771
2.67;0.000560259;0.57618177;1.023525587;0.981674992
2.675;0.000592386;0.577087274;1.023496822;0.981601257
2.68;0.000622814;0.578041915;1.023473321;0.981525801
2.685;0.000651501;0.57904299;1.023455132;0.981448857
2.69;0.000678411;0.580087735;1.023442292;0.981370659
2.695;0.000703508;0.581173331;1.02343483;0.981291441
2.7;0.000726764;0.582296907;1.023432761;0.981211434
2.705;0.000748154;0.583455552;1.023436091;0.981130869
2.71;0.000767657;0.584646316;1.023444816;0.981049974
2.715;0.000785256;0.585866221;1.023458921;0.980968976
2.72;0.00080094;0.587112268;1.02347838;0.980888099
2.725;0.000814699;0.588381439;1.023503157;0.980807564
2.73;0.00082653;0.58967071;1.023533207;0.980727588
2.735;0.000836433;0.59097705;1.023568474;0.980648386
2.74;0.000844412;0.592297434;1.023608893;0.980570169
2.745;0.000850476;0.593628846;1.023654388;0.980493144
2.75;0.000854636;0.594968286;1.023704875;0.980417512
2.755;0.000856908;0.596312775;1.023760262;0.980343473
2.76;0.000857312;0.597659363;1.023820445;0.980271217
2.765;0.00085587;0.599005133;1.023885314;0.980200932
2.77;0.00085261;0.600347206;1.02395475;0.980132801
2.775;0.000847561;0.601682749;1.024028623;0.980066999
2.78;0.000840757;0.603008978;1.0241068;0.980003695
2.785;0.000832234;0.604323164;1.024189137;0.979943053
2.79;0.000822032;0.605622639;1.024275483;0.97988523
2.795;0.000810194;0.606904798;1.024365681;0.979830375
2.8;0.000796765;0.608167105;1.024459568;0.97977863
2.805;0.000781792;0.609407099;1.024556971;0.979730131
2.81;0.000765327;0.610622396;1.024657716;0.979685003
2.815;0.000747423;0.611810693;1.02476162;0.979643368
2.82;0.000728135;0.612969771;1.024868496;0.979605334
2.825;0.000707521;0.614097503;1.024978153;0.979571006
2.83;0.00068564;0.615191851;1.025090393;0.979540477
2.835;0.000662553;0.616250873;1.025205016;0.979513833
2.84;0.000638324;0.617272724;1.025321819;0.97949115
2.845;0.000613017;0.618255661;1.025440594;0.979472495
2.85;0.000586698;0.619198043;1.025561132;0.979457928
2.855;0.000559434;0.620098331;1.025683221;0.979447497
2.86;0.000531295;0.620955098;1.025806647;0.979441242
2.865;0.000502348;0.62176702;1.025931194;0.979439193
2.87;0.000472666;0.622532887;1.026056648;0.979441372
2.875;0.000442318;0.623251595;1.026182792;0.979447791
2.88;0.000411375;0.623922157;1.026309409;0.97945845
2.885;0.00037991;0.624543695;1.026436284;0.979473345
2.89;0.000347995;0.625115445;1.026563202;0.979492456
2.895;0.000315702;0.625636757;1.02668995;0.979515761
2.9;0.000283102;0.626107091;1.026816317;0.979543222
2.905;0.000250268;0.626526025;1.026942093;0.979574796
2.91;0.00021727;0.626893245;1.027067074;0.97961043
2.915;0.00018418;0.62720855;1.027191056;0.979650062
2.92;0.000151069;0.627471853;1.027313841;0.979693623
2.925;0.000118005;0.627683172;1.027435233;0.979741033
2.93;8.51E-05;0.627842637;1.027555043;0.979792205
2.935;5.23E-05;0.627950485;1.027673086;0.979847046
2.94;1.98E-05;0.628007056;1.027789181;0.979905451
2.945;-1.24E-05;0.628012796;1.027903155;0.979967313
2.95;-4.42E-05;0.627968251;1.02801484;0.980032514
2.955;-7.56E-05;0.627874067;1.028124075;0.980100932
2.96;-0.000106481;0.627730985;1.028230704;0.980172435
2.965;-0.000136792;0.627539842;1.028334581;0.980246889
2.97;-0.000166484;0.627301565;1.028435565;0.980324152
2.975;-0.000195502;0.627017171;1.028533524;0.980404077
2.98;-0.000223792;0.62668776;1.028628334;0.980486514
2.985;-0.000251304;0.626314515;1.028719877;0.980571307
2.99;-0.000277989;0.625898698;1.028808046;0.980658295
2.995;-0.000303799;0.625441645;1.028892741;0.980747315
3;-0.000328691;0.624944765;1.028973872;0.980838202
3.005;-0.000352623;0.624409534;1.029051355;0.980930785
3.01;-0.000375554;0.623837492;1.029125118;0.981024893
3.015;-0.000397449;0.623230238;1.029195096;0.981120353
3.02;-0.000418273;0.622589429;1.029261235;0.98121699
3.025;-0.000437995;0.621916771;1.029323487;0.981314629
3.03;-0.000456584;0.621214021;1.029381815;0.981413093
3.035;-0.000474016;0.620482977;1.029436192;0.981512207
3.04;-0.000490265;0.619725476;1.029486598;0.981611794
3.045;-0.000505313;0.618943392;1.029533022;0.981711681
3.05;-0.00051914;0.618138628;1.029575464;0.981811692
3.055;-0.000531731;0.617313114;1.029613931;0.981911657
3.06;-0.000543074;0.6164688;1.029648438;0.982011405
3.065;-0.000553159;0.615607655;1.02967901;0.982110768
3.07;-0.00056198;0.61473166;1.02970568;0.982209583
3.075;-0.000569532;0.613842806;1.029728488;0.982307686
3.08;-0.000575814;0.612943087;1.029747483;0.982404922
3.085;-0.000580827;0.612034498;1.029762722;0.982501135
3.09;-0.000584575;0.611119028;1.029774267;0.982596175
3.095;-0.000587066;0.61019866;1.02978219;0.982689897
3.1;-0.000588307;0.609275362;1.029786568;0.982782161
3.105;-0.000588312;0.608351086;1.029787486;0.98287283
3.11;-0.000587095;0.607427764;1.029785034;0.982961775
3.115;-0.000584672;0.606507304;1.029779309;0.98304887
3.12;-0.000581064;0.605591583;1.029770413;0.983133996
3.125;-0.00057629;0.604682448;1.029758454;0.98321704
3.13;-0.000570376;0.603781711;1.029743544;0.983297896
3.135;-0.000563348;0.602891142;1.0297258;0.983376461
3.14;-0.000555233;0.602012471;1.029705344;0.983452642
3.145;-0.000546061;0.601147381;1.029682302;0.983526351
3.15;-0.000535865;0.600297506;1.029656802;0.983597506
3.155;-0.000524679;0.599464428;1.029628977;0.983666032
3.16;-0.000512539;0.598649677;1.029598963;0.983731861
3.165;-0.00049948;0.597854721;1.029566897;0.983794932
3.17;-0.000485543;0.597080973;1.029532919;0.983855191
3.175;-0.000470768;0.596329781;1.029497171;0.983912588
3.18;-0.000455196;0.595602429;1.029459797;0.983967084
3.185;-0.00043887;0.594900135;1.029420942;0.984018644
3.19;-0.000421834;0.59422405;1.02938075;0.984067241
3.195;-0.000404132;0.593575253;1.029339368;0.984112852
3.2;-0.000385812;0.592954755;1.029296942;0.984155465
3.205;-0.000366918;0.59236349;1.029253617;0.98419507
3.21;-0.000347499;0.591802322;1.02920954;0.984231666
3.215;-0.000327603;0.591272039;1.029164855;0.984265258
3.22;-0.000307277;0.590773352;1.029119706;0.984295857
3.225;-0.00028657;0.5903069;1.029074235;0.984323478
3.23;-0.000265531;0.589873241;1.029028583;0.984348145
3.235;-0.000244209;0.589472858;1.028982889;0.984369886
3.24;-0.000222653;0.589106158;1.028937289;0.984388734
3.245;-0.000200912;0.58877347;1.028891918;0.984404728
3.25;-0.000179034;0.588475047;1.028846908;0.984417913
3.255;-0.000157067;0.588211065;1.028802387;0.984428338
3.26;-0.000135061;0.587981626;1.028758482;0.984436058
3.265;-0.000113061;0.587786756;1.028715315;0.984441129
3.27;-9.11E-05;0.587626407;1.028673004;0.984443617
3.275;-6.93E-05;0.587500458;1.028631666;0.984443587
3.28;-4.76E-05;0.587408718;1.028591412;0.984441112
3.285;-2.61E-05;0.587350924;1.028552349;0.984436265
3.29;-4.78E-06;0.587326743;1.028514582;0.984429126
3.295;1.62E-05;0.587335777;1.028478209;0.984419777
3.3;3.69E-05;0.587377561;1.028443325;0.984408303
3.305;5.72E-05;0.587451567;1.028410021;0.984394791
3.31;7.72E-05;0.587557203;1.028378382;0.984379333
3.315;9.67E-05;0.587693821;1.028348489;0.984362022
3.32;0.000115723;0.587860711;1.028320419;0.984342952
3.325;0.000134255;0.588057111;1.028294242;0.984322223
3.33;0.000152251;0.588282205;1.028270025;0.984299932
3.335;0.000169679;0.588535124;1.028247829;0.984276182
3.34;0.000186511;0.588814955;1.028227711;0.984251074
3.345;0.000202716;0.589120737;1.028209721;0.984224712
3.35;0.00021827;0.589451465;1.028193906;0.984197201
3.355;0.000233147;0.589806097;1.028180306;0.984168646
3.36;0.000247324;0.590183551;1.028168957;0.984139153
3.365;0.00026078;0.590582711;1.02815989;0.984108829
3.37;0.000273496;0.591002429;1.028153129;0.984077779
3.375;0.000285454;0.591441527;1.028148695;0.984046111
3.38;0.000296639;0.591898804;1.028146604;0.98401393
3.385;0.000307036;0.592373033;1.028146865;0.983981342
3.39;0.000316633;0.592862967;1.028149482;0.983948453
3.395;0.000325421;0.593367341;1.028154457;0.983915367
3.4;0.00033339;0.593884877;1.028161783;0.983882186
3.405;0.000340535;0.594414285;1.028171451;0.983849014
3.41;0.000346851;0.594954265;1.028183447;0.983815951
3.415;0.000352334;0.595503512;1.02819775;0.983783096
3.42;0.000356984;0.596060718;1.028214338;0.983750547
3.425;0.000360801;0.596624574;1.028233181;0.9837184
3.43;0.000363789;0.597193774;1.028254246;0.983686748
3.435;0.00036595;0.597767018;1.028277495;0.983655682
3.44;0.000367291;0.598343011;1.028302889;0.983625292
3.445;0.00036782;0.598920471;1.02833038;0.983595665
3.45;0.000367545;0.59949813;1.028359919;0.983566883
3.455;0.000366477;0.600074731;1.028391453;0.98353903
3.46;0.000364628;0.600649041;1.028424924;0.983512182
3.465;0.000362012;0.601219842;1.028460273;0.983486416
3.47;0.000358645;0.601785943;1.028497434;0.983461803
3.475;0.000354542;0.602346173;1.028536342;0.983438413
3.48;0.000349722;0.602899394;1.028576925;0.98341631
3.485;0.000344203;0.603444492;1.028619111;0.983395556
3.49;0.000338007;0.603980386;1.028662823;0.983376211
3.495;0.000331154;0.604506028;1.028707984;0.98335833
3.5;0.000323667;0.605020405;1.028754513;0.983341962
3.505;0.00031557;0.605522539;1.028802327;0.983327155
3.51;0.000306888;0.606011492;1.028851341;0.983313954
3.515;0.000297646;0.606486364;1.028901469;0.983302396
3.52;0.000287871;0.606946296;1.028952622;0.983292519
3.525;0.000277589;0.607390471;1.029004711;0.983284352
3.53;0.000266829;0.607818117;1.029057645;0.983277925
3.535;0.00025562;0.608228504;1.029111333;0.983273259
3.54;0.00024399;0.608620949;1.029165683;0.983270374
3.545;0.000231969;0.608994815;1.0292206;0.983269286
3.55;0.000219588;0.609349513;1.029275993;0.983270005
3.555;0.000206877;0.609684499;1.029331766;0.983272539
3.56;0.000193867;0.609999279;1.029387828;0.98327689
3.565;0.000180589;0.61029341;1.029444083;0.983283058
3.57;0.000167075;0.610566493;1.029500441;0.983291037
3.575;0.000153355;0.610818183;1.029556807;0.983300817
3.58;0.000139462;0.611048181;1.029613092;0.983312387
3.585;0.000125426;0.611256241;1.029669204;0.983325729
3.59;0.00011128;0.611442162;1.029725054;0.983340823
3.595;9.71E-05;0.611605796;1.029780554;0.983357644
3.6;8.28E-05;0.611747043;1.029835618;0.983376164
3.605;6.85E-05;0.61186585;1.029890162;0.983396353
3.61;5.42E-05;0.611962213;1.029944103;0.983418174
3.615;4.00E-05;0.612036177;1.029997359;0.983441591
3.62;2.58E-05;0.612087831;1.030049853;0.983466562
3.625;1.17E-05;0.612117313;1.030101509;0.983493042
3.63;-2.18E-06;0.612124805;1.030152253;0.983520984
3.635;-1.60E-05;0.612110532;1.030202014;0.983550337
3.64;-2.95E-05;0.612074765;1.030250725;0.98358105
3.645;-4.29E-05;0.612017816;1.030298319;0.983613067
3.65;-5.61E-05;0.611940037;1.030344735;0.983646329
3.655;-6.89E-05;0.611841822;1.030389914;0.983680778
3.66;-8.15E-05;0.611723602;1.030433799;0.983716351
3.665;-9.38E-05;0.611585846;1.030476339;0.983752984
3.67;-0.000105759;0.61142906;1.030517485;0.983790611
3.675;-0.000117352;0.611253781;1.03055719;0.983829166
3.68;-0.000128572;0.611060583;1.030595412;0.98386858
3.685;-0.000139398;0.610850067;1.030632113;0.983908783
3.69;-0.000149812;0.610622866;1.030667259;0.983949704
3.695;-0.000159798;0.610379642;1.030700817;0.983991272
3.7;-0.000169338;0.61012108;1.030732761;0.984033413
3.705;-0.000178418;0.609847891;1.030763066;0.984076056
3.71;-0.000187025;0.60956081;1.030791713;0.984119126
3.715;-0.000195145;0.60926059;1.030818684;0.984162551
3.72;-0.000202767;0.608948005;1.030843969;0.984206256
3.725;-0.000209881;0.608623845;1.030867557;0.984250168
3.73;-0.000216477;0.608288916;1.030889443;0.984294215
3.735;-0.000222548;0.607944037;1.030909626;0.984338323
3.74;-0.000228088;0.607590038;1.030928108;0.984382421
3.745;-0.00023309;0.607227759;1.030944895;0.984426437
3.75;-0.000237551;0.606858048;1.030959995;0.984470302
3.755;-0.000241467;0.606481757;1.03097342;0.984513945
3.76;-0.000244836;0.606099744;1.030985188;0.9845573
3.765;-0.000247659;0.605712868;1.030995317;0.984600299
3.77;-0.000249934;0.605321988;1.031003829;0.984642878
3.775;-0.000251665;0.604927961;1.031010749;0.984684974
3.78;-0.000252854;0.604531642;1.031016107;0.984726524
3.785;-0.000253504;0.60413388;1.031019934;0.984767469
3.79;-0.000253621;0.603735515;1.031022263;0.984807751
3.795;-0.000253211;0.603337381;1.031023132;0.984847315
3.8;-0.000252281;0.6029403;1.031022581;0.984886107
3.805;-0.00025084;0.602545083;1.03102065;0.984924076
3.81;-0.000248896;0.602152527;1.031017384;0.984961172
3.815;-0.000246459;0.601763413;1.031012829;0.98499735
3.82;-0.000243541;0.601378506;1.031007034;0.985032566
3.825;-0.000240153;0.600998553;1.03100005;0.985066778
3.83;-0.000236309;0.600624282;1.030991928;0.985099947
3.835;-0.000232022;0.600256398;1.030982721;0.985132037
3.84;-0.000227307;0.599895587;1.030972486;0.985163015
3.845;-0.000222178;0.59954251;1.03096128;0.985192851
3.85;-0.000216651;0.599197804;1.030949158;0.985221515
3.855;-0.000210744;0.598862079;1.030936182;0.985248985
3.86;-0.000204473;0.598535922;1.03092241;0.985275236
3.865;-0.000197856;0.598219889;1.030907904;0.985300249
3.87;-0.000190912;0.597914509;1.030892724;0.985324008
3.875;-0.000183658;0.597620284;1.030876932;0.985346499
3.88;-0.000176114;0.597337683;1.030860591;0.985367711
3.885;-0.0001683;0.597067147;1.030843763;0.985387636
3.89;-0.000160236;0.596809084;1.03082651;0.985406268
3.895;-0.000151941;0.596563872;1.030808896;0.985423603
3.9;-0.000143437;0.596331856;1.030790982;0.985439643
3.905;-0.000134743;0.596113351;1.03077283;0.98545439
3.91;-0.000125881;0.595908637;1.030754502;0.985467848
3.915;-0.000116871;0.595717962;1.030736058;0.985480026
3.92;-0.000107735;0.595541541;1.030717561;0.985490933
3.925;-9.85E-05;0.595379557;1.030699068;0.985500583
3.93;-8.92E-05;0.59523216;1.030680638;0.98550899
3.935;-7.98E-05;0.595099465;1.03066233;0.985516171
3.94;-7.03E-05;0.594981556;1.0306442;0.985522147
3.945;-6.09E-05;0.594878486;1.030626303;0.985526939
3.95;-5.14E-05;0.594790274;1.030608693;0.985530571
3.955;-4.20E-05;0.594716907;1.030591422;0.985533068
3.96;-3.26E-05;0.594658342;1.030574542;0.98553446
3.965;-2.32E-05;0.594614503;1.030558103;0.985534774
3.97;-1.40E-05;0.594585286;1.030542152;0.985534043
3.975;-4.80E-06;0.594570556;1.030526735;0.985532301
3.98;4.26E-06;0.59457015;1.030511897;0.98552958
3.985;1.32E-05;0.594583874;1.03049768;0.985525919
3.99;2.20E-05;0.594611509;1.030484125;0.985521353
3.995;3.06E-05;0.594652809;1.030471269;0.985515923
4;3.90E-05;0.594707501;1.03045915;0.985509668
4.005;4.73E-05;0.594775287;1.030447802;0.98550263
4.01;5.53E-05;0.594855846;1.030437257;0.98549485
4.015;6.31E-05;0.594948832;1.030427545;0.985486372
4.02;7.06E-05;0.59505388;1.030418694;0.985477239
4.025;7.79E-05;0.5951706;1.030410729;0.985467497
4.03;8.50E-05;0.595298586;1.030403674;0.98545719
4.035;9.17E-05;0.595437411;1.03039755;0.985446365
4.04;9.82E-05;0.595586629;1.030392376;0.985435067
4.045;0.000104381;0.595745782;1.030388168;0.985423343
4.05;0.000110248;0.595914392;1.030384941;0.985411239
4.055;0.000115797;0.596091969;1.030382705;0.985398803
4.06;0.000121023;0.59627801;1.030381472;0.985386081
4.065;0.000125918;0.596472001;1.030381247;0.98537312
4.07;0.000130475;0.596673416;1.030382036;0.985359967
4.075;0.000134689;0.596881721;1.030383843;0.985346667
4.08;0.000138556;0.597096373;1.030386666;0.985333267
4.085;0.000142071;0.597316823;1.030390505;0.985319813
4.09;0.000145233;0.597542518;1.030395356;0.98530635
4.095;0.000148037;0.597772898;1.030401212;0.985292921
4.1;0.000150483;0.598007402;1.030408066;0.985279571
4.105;0.00015257;0.598245466;1.030415907;0.985266343
4.11;0.000154299;0.598486528;1.030424723;0.985253279
4.115;0.000155669;0.598730023;1.030434499;0.985240419
4.12;0.000156683;0.59897539;1.030445221;0.985227806
4.125;0.000157343;0.599222072;1.030456869;0.985215476
4.13;0.000157652;0.599469514;1.030469424;0.98520347
4.135;0.000157613;0.599717167;1.030482864;0.985191822
4.14;0.000157231;0.59996449;1.030497166;0.98518057
4.145;0.000156512;0.600210947;1.030512306;0.985169747
4.15;0.00015546;0.600456012;1.030528256;0.985159386
4.155;0.000154083;0.600699169;1.030544989;0.985149519
4.16;0.000152386;0.600939911;1.030562475;0.985140175
4.165;0.000150379;0.601177742;1.030580685;0.985131384
4.17;0.000148068;0.601412181;1.030599586;0.985123171
4.175;0.000145463;0.601642758;1.030619145;0.985115563
4.18;0.000142573;0.601869018;1.030639328;0.985108583
4.185;0.000139407;0.60209052;1.0306601;0.985102254
4.19;0.000135976;0.60230684;1.030681425;0.985096594
4.195;0.00013229;0.602517567;1.030703266;0.985091624
4.2;0.00012836;0.602722312;1.030725585;0.98508736
4.205;0.000124197;0.602920699;1.030748345;0.985083817
4.21;0.000119814;0.603112373;1.030771507;0.985081008
4.215;0.000115222;0.603296996;1.03079503;0.985078945
4.22;0.000110433;0.60347425;1.030818876;0.985077638
4.225;0.000105461;0.603643835;1.030843005;0.985077095
4.23;0.000100317;0.603805474;1.030867376;0.985077322
4.235;9.50E-05;0.603958908;1.030891949;0.985078323
4.24;8.96E-05;0.604103899;1.030916684;0.985080102
4.245;8.40E-05;0.604240229;1.03094154;0.985082659
4.25;7.83E-05;0.604367704;1.030966477;0.985085993
4.255;7.25E-05;0.604486148;1.030991456;0.985090102
4.26;6.66E-05;0.604595409;1.031016436;0.985094981
4.265;6.06E-05;0.604695353;1.031041379;0.985100625
4.27;5.46E-05;0.604785871;1.031066245;0.985107027
4.275;4.85E-05;0.604866873;1.031090996;0.985114176
4.28;4.24E-05;0.604938292;1.031115594;0.985122063
4.285;3.63E-05;0.60500008;1.031140004;0.985130675
4.29;3.01E-05;0.605052212;1.031164187;0.985139999
4.295;2.40E-05;0.605094684;1.03118811;0.985150019
4.3;1.78E-05;0.605127511;1.031211737;0.985160719
4.305;1.17E-05;0.605150729;1.031235035;0.985172081
4.31;5.67E-06;0.605164394;1.031257971;0.985184086
4.315;-3.31E-07;0.605168582;1.031280515;0.985196713
4.32;-6.27E-06;0.605163388;1.031302635;0.985209942
4.325;-1.21E-05;0.605148926;1.031324303;0.985223749
4.33;-1.79E-05;0.605125328;1.031345491;0.98523811
4.335;-2.36E-05;0.605092744;1.031366173;0.985253002
4.34;-2.91E-05;0.60505134;1.031386322;0.985268398
4.345;-3.46E-05;0.605001302;1.031405916;0.985284273
4.35;-3.99E-05;0.604942828;1.031424932;0.985300598
4.355;-4.50E-05;0.604876135;1.031443349;0.985317346
4.36;-5.00E-05;0.604801454;1.031461148;0.985334489
4.365;-5.49E-05;0.604719028;1.03147831;0.985351997
4.37;-5.96E-05;0.604629116;1.031494819;0.98536984
4.375;-6.41E-05;0.604531989;1.03151066;0.985387989
4.38;-6.84E-05;0.604427931;1.03152582;0.985406413
4.385;-7.25E-05;0.604317235;1.031540286;0.985425082
4.39;-7.65E-05;0.604200207;1.031554049;0.985443963
4.395;-8.02E-05;0.604077162;1.0315671;0.985463027
4.4;-8.37E-05;0.603948423;1.031579432;0.985482242
4.405;-8.70E-05;0.603814322;1.031591038;0.985501577
4.41;-9.01E-05;0.6036752;1.031601916;0.985521001
4.415;-9.30E-05;0.603531402;1.031612063;0.985540482
4.42;-9.56E-05;0.60338328;1.031621477;0.98555999
4.425;-9.80E-05;0.603231191;1.03163016;0.985579495
4.43;-0.000100189;0.603075496;1.031638113;0.985598966
4.435;-0.000102136;0.602916559;1.031645341;0.985618373
4.44;-0.000103849;0.602754748;1.031651848;0.985637687
4.445;-0.000105327;0.60259043;1.03165764;0.985656879
4.45;-0.00010657;0.602423976;1.031662726;0.98567592
4.455;-0.000107577;0.602255754;1.031667115;0.985694784
4.46;-0.00010835;0.602086134;1.031670817;0.985713442
4.465;-0.00010889;0.601915484;1.031673844;0.985731869
4.47;-0.000109198;0.601744168;1.03167621;0.98575004
4.475;-0.000109276;0.601572549;1.031677928;0.985767928
4.48;-0.000109128;0.601400985;1.031679014;0.985785511
4.485;-0.000108756;0.60122983;1.031679484;0.985802766
4.49;-0.000108163;0.601059435;1.031679357;0.98581967
4.495;-0.000107353;0.600890141;1.03167865;0.985836202
4.5;-0.000106332;0.600722285;1.031677383;0.985852343
4.505;-0.000105103;0.600556197;1.031675577;0.985868073
4.51;-0.000103672;0.6003922;1.031673253;0.985883375
4.515;-0.000102044;0.600230606;1.031670432;0.985898231
4.52;-0.000100225;0.60007172;1.031667138;0.985912626
4.525;-9.82E-05;0.599915838;1.031663394;0.985926545
4.53;-9.60E-05;0.599763245;1.031659225;0.985939975
4.535;-9.37E-05;0.599614215;1.031654654;0.985952903
4.54;-9.12E-05;0.599469014;1.031649706;0.985965319
4.545;-8.85E-05;0.599327892;1.031644408;0.985977213
4.55;-8.57E-05;0.599191093;1.031638785;0.985988575
4.555;-8.27E-05;0.599058843;1.031632863;0.985999398
4.56;-7.96E-05;0.598931361;1.03162667;0.986009676
4.565;-7.64E-05;0.598808849;1.03162023;0.986019404
4.57;-7.30E-05;0.598691498;1.031613572;0.986028578
4.575;-6.96E-05;0.598579485;1.031606721;0.986037194
4.58;-6.60E-05;0.598472975;1.031599705;0.986045252
4.585;-6.24E-05;0.598372118;1.031592551;0.986052751
4.59;-5.87E-05;0.59827705;1.031585285;0.986059691
4.595;-5.49E-05;0.598187894;1.031577934;0.986066074
4.6;-5.10E-05;0.598104758;1.031570524;0.986071904
4.605;-4.71E-05;0.598027737;1.031563082;0.986077184
4.61;-4.31E-05;0.59795691;1.031555632;0.986081919
4.615;-3.91E-05;0.597892344;1.031548201;0.986086115
4.62;-3.51E-05;0.597834092;1.031540813;0.98608978
4.625;-3.10E-05;0.59778219;1.031533493;0.986092922
4.63;-2.70E-05;0.597736663;1.031526265;0.986095549
4.635;-2.29E-05;0.597697521;1.031519153;0.986097672
4.64;-1.88E-05;0.597664761;1.031512179;0.986099302
4.645;-1.48E-05;0.597638366;1.031505365;0.98610045
4.65;-1.08E-05;0.597618306;1.031498734;0.986101128
4.655;-6.77E-06;0.597604537;1.031492305;0.986101351
4.66;-2.83E-06;0.597597004;1.0314861;0.986101132
4.665;1.08E-06;0.597595637;1.031480138;0.986100486
4.67;4.92E-06;0.597600356;1.031474436;0.986099429
4.675;8.71E-06;0.597611069;1.031469014;0.986097976
4.68;1.24E-05;0.59762767;1.031463887;0.986096144
4.685;1.61E-05;0.597650045;1.031459073;0.986093951
4.69;1.96E-05;0.597678067;1.031454585;0.986091414
4.695;2.31E-05;0.5977116;1.031450438;0.986088551
4.7;2.64E-05;0.597750496;1.031446646;0.986085382
4.705;2.97E-05;0.597794599;1.03144322;0.986081924
4.71;3.29E-05;0.597843744;1.031440172;0.986078197
4.715;3.59E-05;0.597897758;1.031437512;0.986074221
4.72;3.88E-05;0.597956457;1.03143525;0.986070016
4.725;4.16E-05;0.598019652;1.031433394;0.986065601
4.73;4.43E-05;0.598087146;1.031431952;0.986060996
4.735;4.68E-05;0.598158735;1.031430928;0.986056223
4.74;4.92E-05;0.598234209;1.03143033;0.9860513
4.745;5.15E-05;0.598313353;1.031430161;0.986046249
4.75;5.36E-05;0.598395946;1.031430424;0.98604109
4.755;5.56E-05;0.598481763;1.031431123;0.986035844
4.76;5.74E-05;0.598570574;1.031432257;0.986030529
4.765;5.91E-05;0.598662148;1.031433829;0.986025166
4.77;6.07E-05;0.598756248;1.031435836;0.986019776
4.775;6.20E-05;0.598852636;1.031438277;0.986014377
4.78;6.33E-05;0.598951072;1.031441151;0.986008989
4.785;6.43E-05;0.599051315;1.031444453;0.986003631
4.79;6.53E-05;0.599153122;1.031448179;0.985998321
4.795;6.60E-05;0.599256252;1.031452324;0.985993079
4.8;6.66E-05;0.599360461;1.031456882;0.985987921
4.805;6.71E-05;0.599465508;1.031461845;0.985982866
4.81;6.74E-05;0.599571153;1.031467207;0.98597793
4.815;6.75E-05;0.599677158;1.031472959;0.98597313
4.82;6.76E-05;0.599783285;1.031479091;0.985968482
4.825;6.74E-05;0.599889301;1.031485594;0.985964002
4.83;6.71E-05;0.599994976;1.031492456;0.985959703
4.835;6.67E-05;0.600100082;1.031499666;0.985955601
4.84;6.61E-05;0.600204396;1.031507213;0.985951709
4.845;6.54E-05;0.600307701;1.031515083;0.985948041
4.85;6.46E-05;0.600409782;1.031523264;0.985944607
4.855;6.36E-05;0.600510432;1.031531742;0.985941421
4.86;6.25E-05;0.600609446;1.031540502;0.985938493
