t;speed;angle;e_q_t;e_q_st
4.865;6.12E-05;0.600706629;1.031549529;0.985935833
4.87;5.99E-05;0.60080179;1.03155881;0.985933451
4.875;5.84E-05;0.600894746;1.031568327;0.985931355
4.88;5.69E-05;0.600985319;1.031578066;0.985929555
4.885;5.52E-05;0.60107334;1.031588009;0.985928056
4.89;5.34E-05;0.601158647;1.031598141;0.985926865
4.895;5.15E-05;0.601241086;1.031608445;0.985925988
4.9;4.96E-05;0.601320511;1.031618904;0.985925431
4.905;4.75E-05;0.601396784;1.0316295;0.985925197
4.91;4.54E-05;0.601469775;1.031640217;0.985925289
4.915;4.32E-05;0.601539363;1.031651037;0.985925711
4.92;4.09E-05;0.601605436;1.031661943;0.985926464
4.925;3.86E-05;0.60166789;1.031672918;0.98592755
4.93;3.62E-05;0.601726632;1.031683943;0.985928968
4.935;3.38E-05;0.601781576;1.031695003;0.985930718
4.94;3.13E-05;0.601832646;1.031706079;0.9859328
4.945;2.87E-05;0.601879774;1.031717155;0.985935211
4.95;2.62E-05;0.601922904;1.031728214;0.985937949
4.955;2.36E-05;0.601961986;1.031739239;0.985941011
4.96;2.10E-05;0.601996981;1.031750213;0.985944392
4.965;1.83E-05;0.602027859;1.031761121;0.985948088
4.97;1.57E-05;0.6020546;1.031771947;0.985952094
4.975;1.31E-05;0.602077191;1.031782675;0.985956404
4.98;1.04E-05;0.602095628;1.031793289;0.985961012
4.985;7.78E-06;0.60210992;1.031803776;0.985965909
4.99;5.16E-06;0.602120079;1.031814121;0.98597109
4.995;2.55E-06;0.602126129;1.031824309;0.985976544
5;-3.32E-08;0.602128103;1.031834328;0.985982265
5.005;-2.59E-06;0.60212604;1.031844164;0.985988241
5.01;-5.11E-06;0.602119988;1.031853805;0.985994465
5.015;-7.59E-06;0.602110004;1.031863239;0.986000925
5.02;-1.00E-05;0.602096152;1.031872454;0.986007611
5.025;-1.24E-05;0.602078502;1.031881441;0.986014513
5.03;-1.48E-05;0.602057133;1.031890188;0.986021618
5.035;-1.71E-05;0.602032132;1.031898686;0.986028916
5.04;-1.93E-05;0.60200359;1.031906926;0.986036393
5.045;-2.14E-05;0.601971605;1.031914899;0.986044039
5.05;-2.35E-05;0.601936283;1.031922599;0.98605184
5.055;-2.55E-05;0.601897733;1.031930017;0.986059785
5.06;-2.75E-05;0.601856073;1.031937147;0.986067859
5.065;-2.93E-05;0.601811424;1.031943985;0.986076051
5.07;-3.11E-05;0.601763912;1.031950523;0.986084346
5.075;-3.28E-05;0.601713667;1.031956759;0.986092732
5.08;-3.44E-05;0.601660825;1.031962688;0.986101196
5.085;-3.60E-05;0.601605525;1.031968307;0.986109724
5.09;-3.74E-05;0.601547909;1.031973614;0.986118302
5.095;-3.87E-05;0.601488123;1.031978607;0.986126918
5.1;-4.00E-05;0.601426316;1.031983284;0.986135559
5.105;-4.11E-05;0.601362639;1.031987647;0.98614421
5.11;-4.21E-05;0.601297245;1.031991693;0.986152859
5.115;-4.31E-05;0.601230289;1.031995426;0.986161494
5.12;-4.39E-05;0.601161928;1.031998845;0.986170101
5.125;-4.47E-05;0.601092319;1.032001954;0.986178668
5.13;-4.53E-05;0.601021621;1.032004754;0.986187182
5.135;-4.59E-05;0.600949992;1.032007249;0.986195632
5.14;-4.63E-05;0.600877592;1.032009443;0.986204005
5.145;-4.66E-05;0.600804579;1.032011341;0.986212289
5.15;-4.69E-05;0.600731111;1.032012947;0.986220475
5.155;-4.70E-05;0.600657345;1.032014268;0.98622855
5.16;-4.71E-05;0.600583437;1.032015308;0.986236504
5.165;-4.70E-05;0.600509541;1.032016075;0.986244327
5.17;-4.69E-05;0.600435809;1.032016575;0.986252008
5.175;-4.66E-05;0.600362392;1.032016816;0.986259539
5.18;-4.63E-05;0.600289437;1.032016806;0.986266911
5.185;-4.58E-05;0.60021709;1.032016554;0.986274114
5.19;-4.53E-05;0.600145491;1.032016067;0.986281141
5.195;-4.47E-05;0.600074781;1.032015356;0.986287983
5.2;-4.40E-05;0.600005093;1.032014429;0.986294634
5.205;-4.32E-05;0.599936558;1.032013296;0.986301087
5.21;-4.24E-05;0.599869305;1.032011967;0.986307335
5.215;-4.14E-05;0.599803456;1.032010452;0.986313372
5.22;-4.04E-05;0.59973913;1.032008763;0.986319194
5.225;-3.94E-05;0.599676439;1.032006908;0.986324795
5.23;-3.82E-05;0.599615494;1.032004901;0.986330171
5.235;-3.70E-05;0.599556398;1.032002751;0.986335318
5.24;-3.57E-05;0.59949925;1.03200047;0.986340233
5.245;-3.44E-05;0.599444143;1.031998069;0.986344914
5.25;-3.30E-05;0.599391166;1.03199556;0.986349356
5.255;-3.16E-05;0.5993404;1.031992954;0.98635356
5.26;-3.01E-05;0.599291922;1.031990262;0.986357524
5.265;-2.86E-05;0.599245804;1.031987496;0.986361246
5.27;-2.70E-05;0.59920211;1.031984669;0.986364727
5.275;-2.54E-05;0.599160899;1.03198179;0.986367967
5.28;-2.38E-05;0.599122225;1.031978872;0.986370966
5.285;-2.21E-05;0.599086135;1.031975925;0.986373726
5.29;-2.05E-05;0.599052669;1.031972962;0.986376248
5.295;-1.88E-05;0.599021862;1.031969993;0.986378535
5.3;-1.70E-05;0.598993745;1.03196703;0.986380588
5.305;-1.53E-05;0.598968338;1.031964082;0.986382412
5.31;-1.36E-05;0.59894566;1.031961161;0.986384008
5.315;-1.18E-05;0.598925721;1.031958277;0.986385382
5.32;-1.01E-05;0.598908526;1.031955439;0.986386538
5.325;-8.33E-06;0.598894075;1.031952659;0.986387479
5.33;-6.59E-06;0.598882359;1.031949946;0.986388212
5.335;-4.86E-06;0.598873367;1.031947309;0.986388741
5.34;-3.15E-06;0.598867082;1.031944756;0.986389072
5.345;-1.45E-06;0.598863478;1.031942297;0.986389211
5.35;2.32E-07;0.598862527;1.031939941;0.986389164
5.355;1.89E-06;0.598864195;1.031937695;0.986388938
5.36;3.52E-06;0.598868443;1.031935566;0.986388541
5.365;5.11E-06;0.598875226;1.031933563;0.986387978
5.37;6.68E-06;0.598884495;1.031931693;0.986387258
5.375;8.21E-06;0.598896196;1.03192996;0.986386388
5.38;9.70E-06;0.598910271;1.031928373;0.986385376
5.385;1.12E-05;0.598926656;1.031926937;0.98638423
5.39;1.26E-05;0.598945286;1.031925657;0.986382958
5.395;1.39E-05;0.59896609;1.031924537;0.986381568
5.4;1.52E-05;0.598988993;1.031923583;0.986380069
5.405;1.65E-05;0.599013917;1.031922799;0.986378469
5.41;1.77E-05;0.59904078;1.031922188;0.986376777
5.415;1.89E-05;0.599069499;1.031921754;0.986375002
5.42;2.00E-05;0.599099987;1.031921498;0.986373152
5.425;2.10E-05;0.599132152;1.031921425;0.986371236
5.43;2.20E-05;0.599165903;1.031921534;0.986369263
5.435;2.29E-05;0.599201145;1.031921829;0.986367242
5.44;2.37E-05;0.599237782;1.03192231;0.986365181
5.445;2.45E-05;0.599275715;1.031922977;0.986363089
5.45;2.53E-05;0.599314845;1.031923831;0.986360975
5.455;2.59E-05;0.599355069;1.031924872;0.986358847
5.46;2.65E-05;0.599396286;1.031926099;0.986356714
5.465;2.71E-05;0.599438393;1.03192751;0.986354584
5.47;2.75E-05;0.599481286;1.031929105;0.986352465
5.475;2.79E-05;0.599524861;1.031930882;0.986350366
5.48;2.83E-05;0.599569013;1.031932838;0.986348294
5.485;2.85E-05;0.599613639;1.031934972;0.986346257
5.49;2.87E-05;0.599658635;1.031937278;0.986344262
5.495;2.89E-05;0.599703897;1.031939756;0.986342318
5.5;2.89E-05;0.599749323;1.0319424;0.986340431
5.505;2.90E-05;0.59979481;1.031945208;0.986338607
5.51;2.89E-05;0.599840259;1.031948174;0.986336855
5.515;2.88E-05;0.59988557;1.031951294;0.986335179
5.52;2.86E-05;0.599930645;1.031954563;0.986333587
5.525;2.84E-05;0.599975389;1.031957977;0.986332084
5.53;2.81E-05;0.600019707;1.031961528;0.986330676
5.535;2.77E-05;0.600063507;1.031965213;0.986329368
5.54;2.73E-05;0.6001067;1.031969025;0.986328165
5.545;2.68E-05;0.600149197;1.031972958;0.986327071
5.55;2.63E-05;0.600190915;1.031977005;0.986326093
5.555;2.57E-05;0.600231772;1.03198116;0.986325232
5.56;2.51E-05;0.600271687;1.031985417;0.986324494
5.565;2.44E-05;0.600310585;1.031989768;0.986323881
5.57;2.37E-05;0.600348392;1.031994207;0.986323398
5.575;2.29E-05;0.600385039;1.031998726;0.986323045
5.58;2.21E-05;0.60042046;1.032003319;0.986322827
5.585;2.13E-05;0.60045459;1.032007977;0.986322745
5.59;2.04E-05;0.600487371;1.032012694;0.986322802
5.595;1.95E-05;0.600518746;1.032017463;0.986322997
5.6;1.86E-05;0.600548663;1.032022275;0.986323334
5.605;1.76E-05;0.600577074;1.032027124;0.986323811
5.61;1.66E-05;0.600603933;1.032032002;0.986324431
5.615;1.56E-05;0.600629201;1.032036901;0.986325193
5.62;1.45E-05;0.60065284;1.032041814;0.986326097
5.625;1.35E-05;0.600674816;1.032046734;0.986327142
5.63;1.24E-05;0.600695102;1.032051653;0.986328328
5.635;1.13E-05;0.600713672;1.032056564;0.986329654
5.64;1.02E-05;0.600730504;1.032061461;0.986331118
5.645;9.04E-06;0.600745581;1.032066335;0.986332718
5.65;7.91E-06;0.600758891;1.03207118;0.986334453
5.655;6.78E-06;0.600770424;1.032075989;0.98633632
5.66;5.64E-06;0.600780175;1.032080755;0.986338317
5.665;4.50E-06;0.600788141;1.032085473;0.986340441
5.67;3.37E-06;0.600794326;1.032090135;0.986342689
5.675;2.24E-06;0.600798736;1.032094735;0.986345058
5.68;1.12E-06;0.600801379;1.032099268;0.986347544
5.685;1.31E-08;0.600802271;1.032103727;0.986350143
5.69;-1.09E-06;0.600801427;1.032108108;0.986352852
5.695;-2.17E-06;0.600798868;1.032112404;0.986355666
5.7;-3.24E-06;0.600794618;1.03211661;0.986358581
5.705;-4.29E-06;0.600788705;1.032120723;0.986361593
5.71;-5.32E-06;0.600781159;1.032124736;0.986364696
5.715;-6.32E-06;0.600772013;1.032128646;0.986367886
5.72;-7.31E-06;0.600761304;1.032132449;0.986371158
5.725;-8.26E-06;0.600749071;1.03213614;0.986374507
5.73;-9.19E-06;0.600735357;1.032139717;0.986377928
5.735;-1.01E-05;0.600720207;1.032143175;0.986381415
5.74;-1.10E-05;0.600703667;1.032146511;0.986384962
5.745;-1.18E-05;0.600685789;1.032149724;0.986388566
5.75;-1.26E-05;0.600666623;1.03215281;0.986392218
5.755;-1.34E-05;0.600646224;1.032155767;0.986395916
5.76;-1.41E-05;0.600624647;1.032158594;0.986399651
5.765;-1.48E-05;0.600601952;1.032161288;0.986403419
5.77;-1.54E-05;0.600578198;1.032163849;0.986407215
5.775;-1.61E-05;0.600553445;1.032166275;0.986411032
5.78;-1.66E-05;0.600527756;1.032168565;0.986414864
5.785;-1.72E-05;0.600501196;1.03217072;0.986418707
5.79;-1.77E-05;0.600473829;1.032172738;0.986422554
5.795;-1.81E-05;0.60044572;1.03217462;0.9864264
5.8;-1.85E-05;0.600416937;1.032176366;0.986430239
5.805;-1.89E-05;0.600387546;1.032177978;0.986434066
5.81;-1.92E-05;0.600357616;1.032179455;0.986437875
5.815;-1.95E-05;0.600327214;1.032180799;0.986441661
5.82;-1.97E-05;0.600296409;1.032182011;0.98644542
5.825;-1.99E-05;0.600265269;1.032183093;0.986449145
5.83;-2.01E-05;0.600233861;1.032184047;0.986452832
5.835;-2.02E-05;0.600202255;1.032184875;0.986456475
5.84;-2.02E-05;0.600170517;1.032185579;0.986460072
5.845;-2.03E-05;0.600138715;1.032186162;0.986463616
5.85;-2.02E-05;0.600106914;1.032186627;0.986467103
5.855;-2.02E-05;0.600075181;1.032186977;0.986470529
5.86;-2.01E-05;0.600043579;1.032187214;0.98647389
5.865;-1.99E-05;0.600012173;1.032187343;0.986477183
5.87;-1.97E-05;0.599981024;1.032187366;0.986480403
5.875;-1.95E-05;0.599950194;1.032187288;0.986483546
5.88;-1.93E-05;0.599919742;1.032187112;0.986486611
5.885;-1.90E-05;0.599889727;1.032186843;0.986489592
5.89;-1.86E-05;0.599860204;1.032186485;0.986492488
5.895;-1.83E-05;0.59983123;1.032186041;0.986495296
5.9;-1.79E-05;0.599802855;1.032185516;0.986498013
5.905;-1.74E-05;0.599775132;1.032184916;0.986500637
5.91;-1.70E-05;0.59974811;1.032184243;0.986503166
5.915;-1.65E-05;0.599721835;1.032183504;0.986505598
5.92;-1.60E-05;0.599696353;1.032182703;0.98650793
5.925;-1.54E-05;0.599671705;1.032181844;0.986510163
5.93;-1.48E-05;0.599647932;1.032180932;0.986512294
5.935;-1.43E-05;0.599625072;1.032179973;0.986514323
5.94;-1.36E-05;0.599603161;1.032178972;0.986516249
5.945;-1.30E-05;0.599582232;1.032177932;0.986518071
5.95;-1.24E-05;0.599562314;1.03217686;0.986519788
5.955;-1.17E-05;0.599543437;1.03217576;0.986521402
5.96;-1.10E-05;0.599525626;1.032174637;0.986522911
5.965;-1.03E-05;0.599508903;1.032173497;0.986524316
5.97;-9.58E-06;0.59949329;1.032172343;0.986525618
5.975;-8.86E-06;0.599478804;1.032171181;0.986526817
5.98;-8.13E-06;0.59946546;1.032170015;0.986527914
5.985;-7.39E-06;0.59945327;1.032168851;0.986528911
5.99;-6.65E-06;0.599442246;1.032167692;0.986529808
5.995;-5.90E-06;0.599432393;1.032166544;0.986530607
6;-5.15E-06;0.599423718;1.032165411;0.986531309
