,t,NE_G2_Delta,NW_G5_Delta,SE_G6_Delta,SW_G1_Delta,SW_G8_Delta,NE_G2_f,NW_G5_f,SE_G6_f,SW_G1_f,SW_G8_f,NE_G2_V,NW_G5_V,SE_G6_V,SW_G1_V,SW_G8_V,NE_G2_P,NW_G5_P,SE_G6_P,SW_G1_P,SW_G8_P,NE_G2_Q,NW_G5_Q,SE_G6_Q,SW_G1_Q,SW_G8_Q
0,-0.10000000149011612,10.735495394400232,11.00000980928894,-2.0386823369949525,45.82484523383113,20.165312600408,1.0,1.0,1.0,1.0,1.0,1.0099999903462173,1.0199999808394054,1.032601882531511,1.0099999904392636,1.0099999904289634,61.23663330305467,80.0682449595769,4.5292149228496934e-10,367.2225036708592,92.18512393944181,5.658474997241011,29.4116795363356,2.9299930924167247e-08,68.34421939156559,-84.39980562638539
1,-0.09000000171363354,10.735495394441102,11.000009809328844,-2.0386823369553326,45.824845233870576,20.16531260044748,1.0,1.0,1.0,1.0,1.0,1.0099999904022006,1.0199999808811662,1.0326018825421375,1.0099999904504833,1.0099999904444277,61.236633302576074,80.06824496143173,-8.956879027581043e-10,367.2225036726374,92.18512393975581,5.658475002181084,29.411679538745858,3.0738203125151244e-08,68.34421939539297,-84.3998056259944
2,-0.08000000193715096,10.735495394361692,11.000009809245228,-2.0386823370402,45.82484523378565,20.165312600362213,0.9999999999992664,1.0000000000002962,1.0000000000001008,1.000000000000358,1.0000000000002371,1.0099999903958756,1.0199999808747122,1.0326018825393848,1.0099999904477743,1.0099999904402954,61.23663329694141,80.0682449611517,-1.9843917759889773e-09,367.2225036686812,92.18512393959591,5.658475013115266,29.411679541082677,3.416989958077823e-08,68.34421940136241,-84.39980562182562
3,-0.07000000216066837,10.735495394270174,11.000009809144672,-2.0386823371431433,45.824845233682936,20.165312600258545,1.0000000000000386,1.0000000000005773,1.0000000000001634,1.0000000000003793,1.00000000000041,1.009999990392981,1.0199999808713638,1.032601882537881,1.0099999904464432,1.0099999904381347,61.23663329377195,80.06824495969062,-3.018894584960977e-09,367.222503665696,92.18512393851954,5.658475015557547,29.411679539964666,3.506148164401625e-08,68.34421940377959,-84.39980562102234
4,-0.06000000238418579,10.735495394207192,11.00000980906691,-2.0386823372244294,45.82484523360273,20.165312600176208,1.0000000000002958,1.0000000000005835,1.0000000000002098,1.0000000000003577,1.0000000000004396,1.0099999903906114,1.0199999808687008,1.0326018825366723,1.0099999904453756,1.0099999904364145,61.23663329084541,80.0682449580997,-4.019142407700985e-09,367.2225036629473,92.18512393730369,5.658475017391222,29.411679539114758,3.575401855663655e-08,68.34421940568046,-84.39980562035974
5,-0.05000000260770321,10.735495394156146,11.000009808995344,-2.0386823373010543,45.82484523352855,20.165312600098062,1.0000000000004312,1.0000000000005733,1.0000000000002451,1.0000000000003468,1.0000000000004472,1.0099999903890526,1.019999980866705,1.03260188253577,1.0099999904446295,1.0099999904351293,61.236633288427356,80.06824495647824,-5.063826523450098e-09,367.22250366053885,92.18512393602853,5.65847501854936,29.411679537990768,3.602326271416035e-08,68.34421940700426,-84.39980562019956
6,-0.04000000283122063,10.735495394114707,11.000009808927473,-2.038682337375519,45.82484523345795,20.165312600021707,1.0000000000005063,1.000000000000564,1.000000000000281,1.0000000000003486,1.0000000000004519,1.0099999903883161,1.0199999808652356,1.0326018825351473,1.0099999904441868,1.0099999904342076,61.23663328636626,80.06824495476603,-6.259340331833819e-09,367.22250365845235,92.18512393464906,5.658475019967447,29.411679536746444,3.5930021514756495e-08,68.34421940798245,-84.3998056203951
7,-0.030000003054738045,10.735495394080942,11.000009808861648,-2.0386823374498704,45.824845233389055,20.165312599944997,1.0000000000005724,1.000000000000567,1.0000000000003242,1.000000000000366,1.0000000000004627,1.0099999903884609,1.019999980864227,1.0326018825347987,1.0099999904440646,1.0099999904336248,61.23663328463294,80.06824495297558,-7.647073109621716e-09,367.22250365670305,92.185123933169,5.658475022038554,29.411679535332446,3.5465454522703714e-08,68.34421940871303,-84.39980562097216
8,-0.020000003278255463,10.735495394052236,11.000009808795312,-2.0386823375267795,45.824845233319195,20.165312599865473,1.0000000000006457,1.0000000000005884,1.0000000000003795,1.0000000000003997,1.0000000000004852,1.009999990389451,1.019999980863618,1.03260188253471,1.00999999044426,1.0099999904333485,61.23663328318481,80.06824495112186,-9.22476661536081e-09,367.2225036553009,92.18512393158964,5.658475024933992,29.41167953375406,3.465682086760296e-08,68.34421940930484,-84.39980562189498
9,-0.01000000350177288,10.735495394027112,11.000009808727498,-2.0386823376073266,45.824845233247004,20.16531259978194,1.0000000000007288,1.0000000000006257,1.0000000000004448,1.0000000000004476,1.0000000000005187,1.0099999903911985,1.0199999808633544,1.0326018825348557,1.0099999904447605,1.0099999904333483,61.236633281972054,80.06824494921514,-1.0968024988194916e-08,367.22250365423855,92.18512392992247,5.658475028638272,29.411679532028167,3.355317904675794e-08,68.3442194098337,-84.39980562312729
10,-3.725290298461914e-09,10.735495394004715,11.000009808657808,-2.038682337692194,45.82484523317146,20.165312599693706,1.0000000000008185,1.000000000000675,1.000000000000517,1.0000000000005067,1.0000000000005618,1.0099999903935768,1.019999980863385,1.032601882535209,1.0099999904455386,1.0099999904335888,61.23663328095035,80.06824494728136,-1.2833353224343477e-08,367.22250365349123,92.18512392818648,5.658475033028636,29.41167953019141,3.220932310890274e-08,68.34421941035718,-84.39980562461334
11,0.009999996051192284,10.735495393984365,11.000009808585958,-2.0386823377812675,45.82484523309188,20.165312599600696,1.0000000000009113,1.0000000000007332,1.0000000000005924,1.0000000000005724,1.0000000000006115,1.0099999903964445,1.0199999808636606,1.0326018825357364,1.0099999904465597,1.0099999904340353,61.236633280078195,80.06824494534773,-1.4769801120857818e-08,367.22250365302324,92.18512392641028,5.65847503793925,29.411679528286857,3.069133213185052e-08,68.34421941090639,-84.39980562629954
12,0.024999995715916157,10.735495394010513,11.000009808528546,-2.0386823378690906,45.8248452330173,20.16531259950338,1.0000000000010032,1.0000000000007963,1.0000000000006675,1.0000000000006413,1.0000000000006657,1.009999990401175,1.0199999808643205,1.0326018825366994,1.0099999904483374,1.009999990434914,61.236633278910254,80.06824494249145,-1.770008299992033e-08,367.22250365261306,92.18512392373613,5.658475045724178,29.411679525406733,2.828423016599301e-08,68.34421941178425,-84.39980562898997
13,0.03999999538064003,10.735495393999713,11.000009808428103,-2.0386823380049464,45.82484523289122,20.1653125993531,1.0000000000010967,1.0000000000008684,1.000000000000746,1.000000000000716,1.0000000000007294,1.0099999904065249,1.0199999808654086,1.0326018825379581,1.0099999904504993,1.009999990436153,61.23663327798921,80.0682449397806,-2.057807459127672e-08,367.22250365256997,92.18512392088579,5.658475054052876,29.41167952260558,2.5727129475317046e-08,68.34421941269264,-84.39980563186367
