,t,NE_G2_Delta,NW_G5_Delta,SE_G6_Delta,SW_G1_Delta,SW_G8_Delta,NE_G2_f,NW_G5_f,SE_G6_f,SW_G1_f,SW_G8_f,NE_G2_V,NW_G5_V,SE_G6_V,SW_G1_V,SW_G8_V,NE_G2_P,NW_G5_P,SE_G6_P,SW_G1_P,SW_G8_P,NE_G2_Q,NW_G5_Q,SE_G6_Q,SW_G1_Q,SW_G8_Q
0,-0.10000000149011612,49.379446501290204,9.638740379536046,14.971153806623533,48.6582552641479,23.11905998713823,1.0,1.0,1.0,1.0,1.0,1.0099999904499517,1.019999980928924,1.0199999808805307,1.0099999903928258,1.0099999904458663,379.8875427378204,80.19829560209524,100.73968506967206,379.8970031346989,162.92713736893631,65.4219024095718,49.17125015842806,3.181882843756793,32.57226747944825,39.49036594501306
1,-0.09000000171363354,49.37944650135415,9.63874037960062,14.971153806687198,48.658255264214574,23.119059987203187,1.0,1.0,1.0,1.0,1.0,1.0099999904564598,1.0199999809278621,1.0199999809033495,1.0099999904276686,1.009999990454174,379.88754273985825,80.19829560170197,100.73968507151186,379.8970031482192,162.92713737081175,65.42190241240536,49.171250159040156,3.1818828429380304,32.57226747758899,39.49036594506693
2,-0.08000000193715096,49.37944650131425,9.638740379563103,14.971153806646385,48.65825526418581,23.11905998716722,1.000000000000827,1.0000000000002074,1.000000000000866,0.9999999999988878,1.0000000000001,1.0099999904557853,1.0199999809274987,1.0199999809020115,1.0099999904267283,1.0099999904532746,379.8875427393952,80.19829560130367,100.7396850713971,379.8970031481743,162.92713737176237,65.421902413276,49.171250160228475,3.181882839848303,32.572267476749914,39.4903659442949
3,-0.07000000216066837,49.37944650130106,9.638740379554804,14.971153806631264,48.65825526419462,23.119059987161705,1.0000000000003877,1.0000000000000353,1.000000000000366,0.9999999999994431,1.0000000000000644,1.0099999904553807,1.0199999809272573,1.0199999809012434,1.009999990426092,1.009999990452759,379.8875427390482,80.19829560126597,100.73968507059827,379.8970031485272,162.92713737184246,65.42190241361591,49.17125016077058,3.1818828379050252,32.572267476047976,39.49036594393121
4,-0.06000000238418579,49.37944650129606,9.638740379556964,14.971153806623477,48.658255264222475,23.119059987167475,1.000000000000154,0.9999999999999739,1.000000000000112,0.9999999999997307,1.0000000000000127,1.0099999904550352,1.0199999809270492,1.019999980900623,1.0099999904255585,1.0099999904523274,379.88754273860786,80.19829560119305,100.73968507006148,379.8970031490795,162.92713737191224,65.42190241386477,49.1712501612114,3.181882836322113,32.57226747549261,39.49036594363983
5,-0.05000000260770321,49.379446501286225,9.638740379556566,14.971153806610175,48.65825526425584,23.11905998717124,1.0000000000000349,0.9999999999999463,0.9999999999999905,0.9999999999998848,0.9999999999999903,1.0099999904547625,1.0199999809268787,1.0199999809001141,1.0099999904252077,1.0099999904519958,379.88754273808036,80.19829560112385,100.73968506962372,379.8970031501103,162.92713737182785,65.42190241397961,49.171250161514784,3.181882835126252,32.5722674753139,39.49036594339669
6,-0.04000000283122063,49.3794465012723,9.638740379554122,14.971153806592042,48.65825526429501,23.119059987173614,0.9999999999999749,0.9999999999999396,0.9999999999999214,0.9999999999999867,0.9999999999999809,1.0099999904545491,1.0199999809267488,1.0199999808996512,1.0099999904251151,1.0099999904517563,379.8875427373928,80.19829560100688,100.73968506939124,379.8970031518721,162.9271373716449,65.4219024139229,49.171250161704386,3.181882834301706,32.57226747577366,39.490365943135465
7,-0.030000003054738045,49.37944650125263,9.63874037954804,14.971153806567429,48.65825526433758,23.11905998717279,0.999999999999944,0.9999999999999416,0.9999999999998719,1.0000000000000755,0.9999999999999831,1.009999990454378,1.0199999809266562,1.0199999808991873,1.0099999904253172,1.0099999904516015,379.887542736496,80.19829560084001,100.73968506937007,379.8970031545064,162.9271373713593,65.42190241366,49.171250161801495,3.1818828338412217,32.572267477021676,39.49036594284266
8,-0.020000003278255463,49.37944650122677,9.638740379537467,14.971153806535597,48.65825526438215,23.11905998716807,0.9999999999999272,0.9999999999999485,0.9999999999998264,1.0000000000001656,0.9999999999999933,1.0099999904542443,1.0199999809265972,1.0199999808987041,1.009999990425796,1.0099999904515216,379.88754273540826,80.1982956006244,100.73968506952878,379.89700315796887,162.92713737099942,65.42190241321656,49.17125016182362,3.1818828336935185,32.57226747901893,39.49036594250753
9,-0.01000000350177288,49.37944650119488,9.638740379522403,14.971153806496261,48.65825526442734,23.119059987159474,0.999999999999918,0.9999999999999574,0.9999999999997813,1.0000000000002545,1.000000000000008,1.0099999904541512,1.0199999809265718,1.0199999808982025,1.0099999904265062,1.0099999904515082,379.88754273417885,80.19829560036632,100.73968506981156,379.897003162106,162.92713737058537,65.42190241264146,49.171250161776726,3.1818828337859406,32.57226748162102,39.49036594213235
