logid,runid,val_loss,Frechet_distance,inference_time,training_time,dataset,num_neurons,num_epochs,learning_rate,loss_coefficient,batch_size,batch_dur_idx,batch_range_idx,mert_batch,lambda,ODEmethod,rel_tol,abs_tol,val_freq,loss_function,regularization,interpolation_type,num_samples,optimizer
155,10,1.072029709815979,2.26656094291824,0.1911242000001038,1.82588560000022,mean0_interpolated_g2_100_samples.pt,25,20,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
156,10,0.8675291538238525,2.163936130731764,0.4109474000001683,6.725606300001118,mean0_interpolated_g2_100_samples.pt,25,50,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
157,10,1.5523567199707031,2.002731490971381,0.4230969000000186,16.262712600001805,mean0_interpolated_g2_100_samples.pt,25,100,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
158,10,9.125802040100098,5.604622491503253,0.7208333000000948,26.194380300002425,mean0_interpolated_g2_100_samples.pt,25,150,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
159,10,264.7434387207031,14.113731363414056,0.5299625000000106,36.90501950000271,mean0_interpolated_g2_100_samples.pt,25,200,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
160,10,2.2263643741607666,3.183866479869724,0.109282099999973,0.8213227999997343,mean0_interpolated_g8_100_samples.pt,25,10,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
161,10,1.81677520275116,2.3155135550543564,0.1613393000000087,1.767707199999677,mean0_interpolated_g8_100_samples.pt,25,20,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
162,10,0.6312140226364136,2.0042343618429745,0.2511137000001326,5.9792146999998295,mean0_interpolated_g8_100_samples.pt,25,50,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
163,10,0.9867296814918518,2.080786691655536,0.3725339000000076,14.704694000000472,mean0_interpolated_g8_100_samples.pt,25,100,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
164,10,1.54616117477417,1.8812587105924723,0.5415290000000823,24.179520900001307,mean0_interpolated_g8_100_samples.pt,25,150,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
165,10,7.465670585632324,4.884114097617228,1.0193940000001476,34.56844350000097,mean0_interpolated_g8_100_samples.pt,25,200,0.01,100,10,3,22,False,0.5,dopri5,1e-07,1e-09,5,MSELoss(),l1,quadratic,400,Adam
